19/09/2023,10:30,19/09/2023,12:30,2,Q1/1003,10062 Enginyeria Informàtica,102771 Electricitat i Electrònica - 43,78
19/09/2023,10:30,19/09/2023,12:30,2,Q2/1003,10062 Enginyeria Informàtica,102767 Laboratori de Programació - 431,42
19/09/2023,11:30,19/09/2023,12:30, ,Q3/0013,10062 Enginyeria Informàtica,102740 Sistemes Distribuïts - 452,Sense grup de matricula
19/09/2023,11:30,19/09/2023,12:30, ,Q2/1005,10062 Enginyeria Informàtica,102758 Test i Qualitat del Software - 422,Sense grup de matricula
19/09/2023,11:30,19/09/2023,12:30,1,Q3/0009,10062 Enginyeria Informàtica,102774 Estructura de Computadors - 413,45
19/09/2023,12:30,19/09/2023,14:30,2,Q4/1013,10062 Enginyeria Informàtica,102762 Anglès Professional I - 418,33
19/09/2023,12:30,19/09/2023,14:30, ,Q5/0004,10062 Enginyeria Informàtica,102778 Arquitectures Avançades - 432,Sense grup de matricula
19/09/2023,12:30,19/09/2023,14:30, ,Q2/1003,10062 Enginyeria Informàtica,102767 Laboratori de Programació - 432,45
19/09/2023,12:30,19/09/2023,14:30,2,Q1/0007,10062 Enginyeria Informàtica,102767 Laboratori de Programació - 413,38
19/09/2023,15:00,19/09/2023,17:00,2,Q2/0019,10062 Enginyeria Informàtica,102760 Gestió de Projectes - 413,Sense grup de matricula
19/09/2023,15:00,19/09/2023,17:00, ,Q1/0007,10062 Enginyeria Informàtica,102767 Laboratori de Programació - 451,44
19/09/2023,15:00,19/09/2023,17:00,2,Q2/1013,10062 Enginyeria Informàtica,102771 Electricitat i Electrònica - 45,59
19/09/2023,17:00,19/09/2023,18:00,1,Q2/1009,10062 Enginyeria Informàtica,103803 Estadística - 451,Sense grup de matricula
19/09/2023,17:00,19/09/2023,18:00,1,Q3/0009,10062 Enginyeria Informàtica,103803 Estadística - 452,Sense grup de matricula
19/09/2023,18:00,19/09/2023,19:00,1,Q2/1009,10062 Enginyeria Informàtica,102774 Estructura de Computadors - 451,Sense grup de matricula
19/09/2023,19:00,19/09/2023,21:00,2,Q1/0007,10062 Enginyeria Informàtica,102767 Laboratori de Programació - 452,43
20/09/2023,08:30,20/09/2023,09:30,1,Q4/1003,10062 Enginyeria Informàtica,102791 Sistemes Encastats - 431,Sense grup de matricula
20/09/2023,08:30,20/09/2023,10:30, ,Q1/1007,10062 Enginyeria Informàtica,102759 Disseny de Software - 450,87
20/09/2023,08:30,20/09/2023,10:30,2,Q5/1011,10062 Enginyeria Informàtica,102783 Anàlisi i Disseny d'Algorismes - 440,42
20/09/2023,08:30,20/09/2023,10:30, ,Q1/0007,10062 Enginyeria Informàtica,102744 Bases de Dades - 412,43
20/09/2023,08:30,20/09/2023,10:30, ,Q1/1003,10062 Enginyeria Informàtica,103801 Àlgebra - 41,76
