estudi,curs_academic,id_anonim,sexe,curs_academic_acces_estudi,via_acces_estudi,nota_d_acces_preinscripcio,dedicacio_de_l_estudiant,s_n_discapacitat,beca_concedida,estudis_mare,estudis_pare,taxa_exit
Graduat En Enginyeria Informàtica,2020/21,56E3Fcfe0Ad065B2D79E29276B9A2281,Home,2014/15,Batx. / Cou Amb Pau,7.938,Temps Complet,N,No,Sense Assignar,Sense Assignar,100.0
Graduat En Enginyeria Informàtica,2020/21,690Bfa1F46D1Cd447E93Ef113F88030D,Home,2013/14,Sense Assignar,0.0,Temps Variable,N,No,Sense Assignar,Sense Assignar,100.0
Graduat En Enginyeria Informàtica,2020/21,1Bc9E758Cc9A11C4Fbbf223F14E5A4Ab,Home,2020/21,Batx. / Cou Amb Pau,11.314,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,F695315Dd4Cdec78D1088E7053008B1A,Home,2016/17,Batx. / Cou Amb Pau,7.902,Temps Complet,N,No,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,67.0
Graduat En Enginyeria Informàtica,2020/21,D9Abda5C25Ad37630Cf31Ca12F7C98D6,Home,2020/21,Batx. / Cou Amb Pau,12.558,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,B34Df06F5F7Af0A907B829679242B1F7,Home,2019/20,Batx. / Cou Amb Pau,8.87,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,73.0
Graduat En Enginyeria Informàtica,2020/21,D3A50E479A436086528263Bbc832A914,Home,2019/20,Batx. / Cou Amb Pau,11.538,Temps Complet,N,No,Sense Assignar,Sense Assignar,90.0
Graduat En Enginyeria Informàtica,2020/21,861624E7Edf25Ba800F4997C253E3D42,Home,2019/20,Batx. / Cou Amb Pau,10.22,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,82.0
Graduat En Enginyeria Informàtica,2020/21,60C276B52D2353Ebf5090B73Bbc935A5,Dona,2020/21,"Fp2, Cfgs",9.201,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,A9047511Db431E5D5107Febf92631E83,Home,2016/17,Batx. / Cou Amb Pau,8.034,Temps Variable,N,Sí,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,87.0
Graduat En Enginyeria Informàtica,2020/21,F3B9Bedc80C5531Db08Fd44Bb25Ddbe2,Home,2017/18,Batx. / Cou Amb Pau,7.24,Temps Variable,N,Sí,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,D8Acccd3460Ad33C98E6084003Be0812,Home,2018/19,Batx. / Cou Amb Pau,8.648,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,73.0
Graduat En Enginyeria Informàtica,2020/21,Fa5E1C18B19A15B7941E2D1Ef48C80De,Home,2015/16,Batx. / Cou Amb Pau,6.836,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,6C8Cc9E0C7Ba160Eda7B534764Aaaf7D,Home,2018/19,Batx. / Cou Amb Pau,9.696,Temps Complet,N,Sí,Egb O Fp 1Er Grau,Diplomat O Enginyer Tèc.,30.0
Graduat En Enginyeria Informàtica,2020/21,4A079Eb21C52697362239B9E208Df18C,Home,2019/20,Batx. / Cou Amb Pau,7.976,Temps Complet,N,No,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,25.0
Graduat En Enginyeria Informàtica,2020/21,919578C832037966A27466D9A9F6B730,Dona,2020/21,Batx. / Cou Amb Pau,10.52,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,De11Dbf41Eff1480B8D921Df1E537E43,Home,2017/18,Batx. / Cou Amb Pau,7.88,Temps Variable,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,88.0
Graduat En Enginyeria Informàtica,2020/21,Cc602987F6Cd3A0Af96C4B64B6Ab801D,Home,2020/21,Batx. / Cou Amb Pau,8.92,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,20.0
Graduat En Enginyeria Informàtica,2020/21,9Eda828588F475D8Beda5B171Af8093C,Home,2019/20,Batx. / Cou Amb Pau,10.026,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,77A06B50D94460E6F6Db524F09585B6F,Home,2018/19,Batx. / Cou Amb Pau,8.632,Temps Complet,N,No,Sense Assignar,Batxillerat O Fp 2N Grau,14.0
Graduat En Enginyeria Informàtica,2020/21,D0A6085102Dad80F55F6497B5C79D914,Home,2018/19,Batx. / Cou Amb Pau,8.6,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,75.0
Graduat En Enginyeria Informàtica,2020/21,Ab16Ea210D6132F4597E5E7F4Ac87444,Home,2020/21,Batx. / Cou Amb Pau,8.938,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,4190875Fa78F91Ba6Bffdb3360D50Ad9,Home,2020/21,Batx. / Cou Amb Pau,9.298,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,E550D04Bd5262573Be597A0F006B4Ff4,Home,2020/21,"Fp2, Cfgs",8.88,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,20.0
Graduat En Enginyeria Informàtica,2020/21,E3F016321D09Deca90E7Ae229Dd31090,Home,2019/20,Batx. / Cou Amb Pau,8.752,Temps Variable,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,80.0
Graduat En Enginyeria Informàtica,2020/21,61F0516372Ffdd486004A5Ea4Ea8B803,Home,2018/19,"Fp2, Cfgs",7.549,Temps Variable,N,Sí,Estudis Primaris,Estudis Primaris,100.0
Graduat En Enginyeria Informàtica,2020/21,65401A6Efad17Adc0A8Ce4C26B8D887F,Home,2018/19,Batx. / Cou Amb Pau,8.554,Temps Complet,N,Sí,Egb O Fp 1Er Grau,Batxillerat O Fp 2N Grau,86.0
Graduat En Enginyeria Informàtica,2020/21,2D315Fa61629F89132657Ddae473A949,Home,2018/19,Universitaris Fp2 / Cfgs,7.922,Temps Complet,N,Sí,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,5Cc714Edcd397Db8850Aca5Faf69E829,Home,2015/16,"Fp2, Cfgs",6.843,Temps Variable,N,No,Egb O Fp 1Er Grau,Diplomat O Enginyer Tèc.,83.0
Graduat En Enginyeria Informàtica,2020/21,61465E697Fbc65F14298C43329Eefff5,Home,2019/20,Batx. / Cou Amb Pau,8.208,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,33.0
Graduat En Enginyeria Informàtica,2020/21,121D78B89770Eef1Dd5D08730C822C61,Dona,2019/20,Batx. / Cou Amb Pau,9.014,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,90.0
Graduat En Enginyeria Informàtica,2020/21,Fa07E49D163C1C2Fc8D8Cca0E12B3998,Home,2020/21,Batx. / Cou Amb Pau,9.568,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Egb O Fp 1Er Grau,56.0
Graduat En Enginyeria Informàtica,2020/21,9915E715E856C170C2022Da7E48Fc4D0,Home,2019/20,"Fp2, Cfgs",8.661,Temps Variable,N,Sí,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,80.0
Graduat En Enginyeria Informàtica,2020/21,72Fe63D62A7Bff1Ac3F858538C20B70D,Home,2016/17,Batx. / Cou Amb Pau,7.616,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,82024Df9B8200885399455741C251818,Home,2017/18,Batx. / Cou Amb Pau,9.88,Temps Complet,N,Sí,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,Ae66C824B8B69Dda6648D3D57A26F9Aa,Home,2017/18,Batx. / Cou Amb Pau,8.41,Temps Parcial,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,64.0
Graduat En Enginyeria Informàtica,2020/21,9C46D41177E3060A7077275D7D33217C,Home,2017/18,Batx. / Cou Amb Pau,9.193,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,723Af6Fbe32D289Aebfc1Ac47770B3B7,Home,2018/19,Batx. / Cou Amb Pau,9.776,Temps Complet,N,Sí,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,4E7B11899A5C9D6Af9F5473De66Bf014,Home,2016/17,Batx. / Cou Amb Pau,6.578,Temps Variable,N,Sí,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,F260683A9B365Bf88F5421111D078C60,Home,2020/21,Batx. / Cou Amb Pau,9.044,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,5Cc6D882F1Aab7D2D1Bc5503233B6Eb6,Home,2017/18,Universitaris Batx. / Cou Amb Pau,8.85,Temps Variable,N,Sí,Sense Assignar,Batxillerat O Fp 2N Grau,83.0
Graduat En Enginyeria Informàtica,2020/21,284B8E4A133518C552B471502Bfaf022,Home,2018/19,"Fp2, Cfgs",7.989,Temps Variable,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,88.0
Graduat En Enginyeria Informàtica,2020/21,6514F80Bc61A83E42237C1A9B91393Bc,Home,2018/19,Batx. / Cou Amb Pau,10.41,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,D59C43C3399Dfc26D2Ed07B8Ad21E970,Home,2019/20,Batx. / Cou Amb Pau,9.906,Temps Complet,N,Sí,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,90.0
Graduat En Enginyeria Informàtica,2020/21,Bc2E74F9Bb644B9C066C1Bcbd0F6C3Fb,Home,2017/18,Batx. / Cou Amb Pau,10.04,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,B9A2822A12Bbabcf1A1F0D445455A6Cd,Home,2017/18,Batx. / Cou Amb Pau,11.8,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,B8746Dc2Cb323944Ee61576B439Ede4B,Home,2020/21,Batx. / Cou Amb Pau,8.858,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,9Ad9F7953B5Edffff9B095445C1461B7,Home,2020/21,"Fp2, Cfgs",9.484,Temps Complet,N,Sí,Diplomat O Enginyer Tèc.,Sense Assignar,100.0
Graduat En Enginyeria Informàtica,2020/21,8Daa254B3Da0Bd2F12687B54185E0A4F,Home,2013/14,Batx. / Cou Amb Pau,5.456,Temps Variable,N,No,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,6D3C6E3B5174Bc07Eee51Fb4Aa395625,Home,2018/19,Batx. / Cou Amb Pau,9.552,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,217F9Ad0438Abc1852C10303E995B0B2,Home,2020/21,Batx. / Cou Amb Pau,11.414,Temps Complet,N,Sí,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,78.0
Graduat En Enginyeria Informàtica,2020/21,F18Fdf550D83Ce632C53B44124E2Ed1F,Home,2020/21,Batx. / Cou Amb Pau,9.53,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,60.0
Graduat En Enginyeria Informàtica,2020/21,B73160Acb8Afd72Cdf94Cf2F8010185B,Home,2018/19,Batx. / Cou Amb Pau,8.686,Temps Variable,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,88.0
Graduat En Enginyeria Informàtica,2020/21,A45Fe3E193037C2672A617Dc0D449Ba6,Home,2019/20,Batx. / Cou Amb Pau,7.94,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,59.0
Graduat En Enginyeria Informàtica,2020/21,4576B7B95C40Fd3669Dfe27E6Fcf4C15,Home,2019/20,Batx. / Cou Amb Pau,10.714,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,70.0
Graduat En Enginyeria Informàtica,2020/21,6E0076842C9A1Dca7987E9E4D017A76F,Home,2020/21,Batx. / Cou Amb Pau,9.392,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Egb O Fp 1Er Grau,65.0
Graduat En Enginyeria Informàtica,2020/21,1F798C181354F3Dd6De10C2A7D06C4Dc,Home,2016/17,Batx. / Cou Amb Pau,7.686,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Sense Assignar,0.0
Graduat En Enginyeria Informàtica,2020/21,126B6C675Ed0B1Df9F02391709254345,Home,2019/20,Batx. / Cou Amb Pau,8.076,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,82.0
Graduat En Enginyeria Informàtica,2020/21,Bfa9Ebb56C486Da43Eaf663D2B0A8A97,Home,2020/21,Batx. / Cou Amb Pau,9.058,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,40.0
Graduat En Enginyeria Informàtica,2020/21,Aa8B8C9797A275Af6A30D75Bd38D94E9,Home,2018/19,Batx. / Cou Amb Pau,7.788,Temps Variable,N,Sí,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,22.0
Graduat En Enginyeria Informàtica,2020/21,C71De8Fff007B021Bb90A0F1922534Ed,Home,2020/21,Batx. / Cou Amb Pau,10.454,Temps Complet,N,Sí,Egb O Fp 1Er Grau,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,18D8Df884F85D469Bf9539De5C95B8Ce,Home,2017/18,Batx. / Cou Amb Pau,8.66,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,E18D0Fd5E2Ea6E70166610D1D2C027E6,Home,2016/17,Batx. / Cou Amb Pau,7.114,Temps Variable,N,Sí,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,30D264D84Cd7174C0Ab31D13Fedbeb36,Home,2016/17,Universitaris Batx. / Cou Amb Pau,7.478,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,2C74B049Cd6Da63374Da25947738Da1D,Home,2017/18,Batx. / Cou Amb Pau,6.81,Temps Variable,N,No,Egb O Fp 1Er Grau,Batxillerat O Fp 2N Grau,14.0
Graduat En Enginyeria Informàtica,2020/21,79631Ee806576F30236Cdd0Fec117035,Home,2019/20,"Fp2, Cfgs",8.698,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Egb O Fp 1Er Grau,84.0
Graduat En Enginyeria Informàtica,2020/21,142C581C5B4263Ece988B3Ae31A0D393,Home,2019/20,Batx. / Cou Amb Pau,8.942,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,50.0
Graduat En Enginyeria Informàtica,2020/21,Aff8151893D90Addccd8D7F02Df4B0E9,Home,2018/19,Batx. / Cou Amb Pau,10.174,Temps Variable,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,67.0
Graduat En Enginyeria Informàtica,2020/21,0C2C3B8Ab22719A6D4164D133A126Eff,Home,2016/17,Batx. / Cou Amb Pau,8.05,Temps Complet,N,Sí,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,7E24Ccca581C09Bb9D9A25D03Cb13E37,Dona,2020/21,Sense Assignar,0.0,Temps Complet,N,No,Sense Assignar,Sense Assignar,85.0
Graduat En Enginyeria Informàtica,2020/21,80Cf21C329690Edc81E038F1Fa194D49,Home,2018/19,Batx. / Cou Amb Pau,9.926,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,B3225Bd14C9F3Ac38Af3Fb76B7980Ada,Home,2018/19,Batx. / Cou Amb Pau,8.928,Temps Complet,N,Sí,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,92512289F5Fd38B5Eef9Ce262B1B03D6,Home,2020/21,Batx. / Cou Amb Pau,8.967,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,10.0
Graduat En Enginyeria Informàtica,2020/21,1D077658913738866389F6C4Fcfa8Ffd,Home,2019/20,Batx. / Cou Amb Pau,7.952,Temps Complet,N,No,Egb O Fp 1Er Grau,Batxillerat O Fp 2N Grau,50.0
Graduat En Enginyeria Informàtica,2020/21,74854F269A782214Ee46B1960D93936B,Home,2020/21,Universitaris Fp2 / Cfgs,10.02,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,90.0
Graduat En Enginyeria Informàtica,2020/21,Fe212342E3B9033F1887D019A0553E38,Home,2017/18,Batx. / Cou Amb Pau,7.558,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,73.0
Graduat En Enginyeria Informàtica,2020/21,Af9Cb97442F4566Ca22Ca095A474Aaf5,Home,2018/19,"Fp2, Cfgs",8.0,Temps Complet,N,Sí,Egb O Fp 1Er Grau,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,57Bc26Fb38Daa036A1A408567B40568C,Home,2016/17,Batx. / Cou Amb Pau,8.726,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,Be2F2323Fa42Baf0Ceede54Dee5C5077,Home,2016/17,Batx. / Cou Amb Pau,7.742,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,975Ad6Ca9F7F9D2055116C6D40E142E8,Dona,2017/18,Batx. / Cou Amb Pau,9.81,Temps Complet,N,No,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,90.0
Graduat En Enginyeria Informàtica,2020/21,B24F699Ffd1Bb8D4463F740Aa7191942,Home,2018/19,Batx. / Cou Amb Pau,7.702,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,E53F4D82525E2F17585622Beb2Cca86F,Home,2020/21,Batx. / Cou Amb Pau,10.644,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Egb O Fp 1Er Grau,75.0
Graduat En Enginyeria Informàtica,2020/21,B2D739040Bce41B9941A24976112Db86,Dona,2017/18,Batx. / Cou Amb Pau,7.392,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,71.0
Graduat En Enginyeria Informàtica,2020/21,Eaaa996E0754F60Bee9A104331Deb196,Home,2016/17,"Fp2, Cfgs",6.42,Temps Complet,'-2,No,Egb O Fp 1Er Grau,Estudis Primaris,100.0
Graduat En Enginyeria Informàtica,2020/21,Ac3Ef19Ff736266Edca33Fa7Ee8D7A34,Home,2018/19,"Fp2, Cfgs",7.647,Temps Variable,N,Sí,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,84.0
Graduat En Enginyeria Informàtica,2020/21,D3B8802161Be9Ff53A62006137430C10,Home,2017/18,Batx. / Cou Amb Pau,7.77,Temps Complet,N,Sí,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,Bc094A1D2Dfb4C0410E5Ca08547Ed58B,Home,2018/19,Batx. / Cou Amb Pau,9.098,Temps Variable,N,Sí,Batxillerat O Fp 2N Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,B41020Fb2Ee62Cd1882F2602Fbaa6125,Home,2020/21,"Fp2, Cfgs",9.018,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,39E904164B2C69D0C3C893E59B6F22E3,Dona,2017/18,Batx. / Cou Amb Pau,11.35,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,A381B760A73Ce7Ec37894C865918B661,Home,2018/19,Batx. / Cou Amb Pau,11.008,Temps Complet,N,Sí,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,6F10D3Ec9330C0Cc5Fa60527Cfa55607,Home,2018/19,Batx. / Cou Amb Pau,8.06,Temps Complet,N,Sí,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,26C5865B1B9183565B1De76Ffca2B392,Home,2015/16,Batx. / Cou Amb Pau,6.748,Temps Variable,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,64.0
Graduat En Enginyeria Informàtica,2020/21,37429Fff72B3238382619Fdbe99Eb819,Home,2019/20,Batx. / Cou Amb Pau,12.066,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,Ccecacfe261C8F912Ae18F346A99F7E5,Home,2014/15,Universitaris Batx. / Cou Amb Pau,6.584,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,Ac7691190Dd5Ca4F2C0677Abd1D900Ed,Home,2015/16,Batx. / Cou Amb Pau,10.614,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,C167F09C6983Ca32Cd621Fb706Ceffb2,Home,2019/20,Batx. / Cou Amb Pau,9.884,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,36.0
Graduat En Enginyeria Informàtica,2020/21,43C45912Ad75Ee2945181Eef2360E342,Home,2016/17,"Fp2, Cfgs",7.081,Temps Complet,N,No,Egb O Fp 1Er Grau,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,4B23906503662Bbc5C61898C7E461Bfd,Home,2013/14,Universitaris Batx. / Cou Amb Pau,7.826,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,43.0
Graduat En Enginyeria Informàtica,2020/21,F7F6A0Cd782Dfb19E7Bf17Aaf906Ecdf,Home,2020/21,Batx. / Cou Amb Pau,9.19,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,65.0
Graduat En Enginyeria Informàtica,2020/21,6B1C8A572C8Db7Cdee76E17183Ccda34,Home,2015/16,Batx. / Cou Amb Pau,9.188,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,89.0
Graduat En Enginyeria Informàtica,2020/21,0Bae50Ff6625E361E77Ff248Afa10687,Home,2020/21,Batx. / Cou Amb Pau,9.454,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,A562F4Fc9D12968783D2766048382381,Home,2018/19,Batx. / Cou Amb Pau,7.5,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,87.0
Graduat En Enginyeria Informàtica,2020/21,0B4C82E720803Bc6D5B6F31107000D75,Home,2016/17,Universitaris Batx. / Cou Amb Pau,7.282,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,89.0
Graduat En Enginyeria Informàtica,2020/21,D31A302Df6315A30900F0Ad8456A2F25,Dona,2020/21,Batx. / Cou Amb Pau,9.176,Temps Complet,N,Sí,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,89.0
Graduat En Enginyeria Informàtica,2020/21,Eb8Cee69A385Ee2Ddadce15B7B007767,Home,2018/19,Batx. / Cou Amb Pau,9.73,Temps Complet,N,Sí,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,Ce3A7Ece065Afca325E67055Aae4499A,Home,2020/21,Batx. / Cou Amb Pau,8.944,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,Ed4D43B0B0Cbcbc63Bbd2Afdc7484Ddf,Home,2017/18,Batx. / Cou Amb Pau,8.206,Temps Variable,N,Sí,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,91.0
Graduat En Enginyeria Informàtica,2020/21,58F0Abfcca226Ab3Acc6Dfa5F6917347,Home,2018/19,Batx. / Cou Amb Pau,11.196,Temps Complet,N,Sí,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,86.0
Graduat En Enginyeria Informàtica,2020/21,F5C7Cdbb356Fe601E7903Ea401Bbd58F,Home,2020/21,Batx. / Cou Amb Pau,10.81,Temps Complet,N,Sí,Diplomat O Enginyer Tèc.,Estudis Primaris,100.0
Graduat En Enginyeria Informàtica,2020/21,F10E36Ad883B734647Ddb96B136F35Ae,Home,2013/14,Batx. / Cou Amb Pau,5.716,Temps Complet,N,No,Egb O Fp 1Er Grau,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,3A7695A81D10A62D17D2Cc20B8F6Ec2B,Home,2019/20,Batx. / Cou Amb Pau,12.716,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,Be4B973027Cff95501A74047E064Cfa0,Home,2019/20,"Fp2, Cfgs",8.196,Temps Variable,N,Sí,Egb O Fp 1Er Grau,Estudis Primaris,20.0
Graduat En Enginyeria Informàtica,2020/21,3F2Ad5C5Ec77F7548079F0D60Bca811F,Home,2020/21,Batx. / Cou Amb Pau,9.88,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,85.0
Graduat En Enginyeria Informàtica,2020/21,20213A10F02B6Ffd1013F78Ca9E34075,Dona,2016/17,Batx. / Cou Amb Pau,8.006,Temps Variable,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,100.0
