estudi,curs_academic,sexe,nota_assignatura,via_acces_estudi,nota_d_acces,dedicacio_de_l_estudiant,discapacitat,beca_concedida,estudis_mare,estudis_pare,taxa_exit,abandonament,dificultat_assignatura
1,2,0,7.5,0,8.575,0,0,1,6,6,1.0,0,5.550981912144703
1,2,0,7.7,0,8.575,0,0,1,6,6,1.0,0,6.7772382397572075
1,2,0,8.4,0,8.575,0,0,1,6,6,1.0,0,6.048548812664908
1,2,0,7.6,0,8.575,0,0,1,6,6,1.0,0,7.002132701421801
1,2,0,7.8,0,8.575,0,0,1,6,6,1.0,0,5.889673913043478
1,2,0,7.9,0,8.575,0,0,1,6,6,1.0,0,6.6587919463087255
1,2,0,8.0,0,9.87,0,0,1,8,8,1.0,0,5.894708994708995
1,2,0,8.0,0,9.87,0,0,1,8,8,1.0,0,4.442031523642732
1,2,0,8.9,0,9.87,0,0,1,8,8,1.0,0,5.962274959083469
1,2,0,7.7,0,9.87,0,0,1,8,8,1.0,0,7.083763837638377
1,2,0,7.7,0,9.87,0,0,1,8,8,1.0,0,6.069509251810136
1,2,0,8.0,0,9.87,0,0,1,8,8,1.0,0,4.6163446054750406
1,2,0,7.9,0,9.87,0,0,1,8,8,1.0,0,4.229661016949152
1,2,0,8.5,0,9.87,0,0,1,8,8,1.0,0,4.358823529411765
1,2,0,7.0,0,9.87,0,0,1,8,8,1.0,0,3.4967350037965073
1,2,0,6.6,3,7.603,0,0,1,6,6,0.67,0,5.576349614395887
1,2,0,3.6,3,7.603,0,0,1,6,6,0.67,0,4.73312101910828
1,2,0,5.5,3,7.603,0,0,1,6,6,0.67,0,6.156778523489933
1,2,0,6.9,3,7.603,0,0,1,6,6,0.67,0,5.223696145124717
1,2,0,6.8,3,7.603,0,0,1,6,6,0.67,0,7.819086651053865
1,2,0,7.9,3,7.603,0,0,1,6,6,0.67,0,6.19126213592233
1,2,0,5.7,3,7.603,0,0,1,6,6,0.67,0,5.754535017221584
1,2,0,7.3,3,7.603,0,0,1,6,6,0.67,0,5.1075
1,2,0,6.7,3,7.603,0,0,1,6,6,0.67,0,5.971973094170403
1,2,0,8.1,3,7.603,0,0,1,6,6,0.67,0,5.963294117647059
1,2,0,4.2,3,7.603,0,0,1,6,6,0.67,0,5.889673913043478
1,2,0,3.3,0,8.198,1,0,1,6,6,0.0,0,4.73312101910828
1,2,0,5.7,0,8.198,1,0,1,6,6,0.0,0,5.223696145124717
1,2,0,6.1,0,8.198,1,0,1,6,6,0.0,0,7.819086651053865
1,2,0,5.6,0,8.198,1,0,1,6,6,0.0,0,4.56038961038961
1,2,0,6.4,0,8.198,1,0,1,6,6,0.0,0,5.754535017221584
1,2,0,9.2,0,8.198,1,0,1,6,6,0.0,0,6.7772382397572075
1,2,0,0.0,0,8.198,1,0,1,6,6,0.0,0,6.048548812664908
1,2,0,0.0,0,8.198,1,0,1,6,6,0.0,0,5.141891891891892
1,2,0,1.3,0,8.198,1,0,1,6,6,0.0,0,4.016505263157895
1,2,0,6.6,0,9.452,0,0,0,3,3,1.0,0,6.150130548302872
1,2,0,7.9,0,9.452,0,0,0,3,3,1.0,0,5.704055415617129
1,2,0,8.2,0,9.452,0,0,0,3,3,1.0,0,7.819086651053865
1,2,0,7.3,0,9.452,0,0,0,3,3,1.0,0,5.815617715617716
1,2,0,7.3,0,9.452,0,0,0,3,3,1.0,0,5.550981912144703
1,2,0,5.8,0,9.452,0,0,0,3,3,1.0,0,7.266666666666667
1,2,0,8.5,0,9.452,0,0,0,3,3,1.0,0,5.963294117647059
1,2,0,6.9,0,9.452,0,0,0,3,3,1.0,0,5.889673913043478
1,2,0,5.5,0,9.55,0,0,1,8,8,1.0,0,4.931386861313869
1,2,0,7.1,0,9.55,0,0,1,8,8,1.0,0,5.704055415617129
1,2,0,6.7,0,9.55,0,0,1,8,8,1.0,0,7.819086651053865
1,2,0,5.5,0,9.55,0,0,1,8,8,1.0,0,6.316230366492147
1,2,0,5.6,0,9.55,0,0,1,8,8,1.0,0,4.56038961038961
1,2,0,6.0,0,9.55,0,0,1,8,8,1.0,0,5.7402020202020205
1,2,0,5.3,0,9.55,0,0,1,8,8,1.0,0,5.889673913043478
1,2,0,9.1,0,9.55,0,0,1,8,8,1.0,0,5.141891891891892
1,2,0,0.0,0,9.55,0,0,1,8,8,1.0,0,4.016505263157895
1,2,0,6.9,0,10.154,0,0,1,6,6,1.0,0,5.206589147286822
1,2,0,7.6,0,10.154,0,0,1,6,6,1.0,0,6.77409200968523
1,2,0,8.7,0,10.154,0,0,1,6,6,1.0,0,4.253571428571428
1,2,0,8.2,0,10.154,0,0,1,6,6,1.0,0,6.849705882352941
1,2,0,7.4,0,10.154,0,0,1,6,6,1.0,0,5.223696145124717
1,2,0,9.1,0,10.154,0,0,1,6,6,1.0,0,5.754535017221584
1,2,0,7.0,0,10.154,0,0,1,6,6,1.0,0,5.889673913043478
1,2,0,8.1,0,10.154,0,0,1,6,6,1.0,0,5.0604229607250755
1,2,0,9.3,0,10.154,0,0,1,6,6,1.0,0,6.754521276595744
1,2,0,7.1,0,9.072,0,0,1,-2,3,1.0,0,5.206589147286822
1,2,0,7.9,0,9.072,0,0,1,-2,3,1.0,0,6.77409200968523
1,2,0,8.3,0,9.072,0,0,1,-2,3,1.0,0,4.253571428571428
1,2,0,8.0,0,9.072,0,0,1,-2,3,1.0,0,6.849705882352941
1,2,0,6.9,0,9.072,0,0,1,-2,3,1.0,0,5.223696145124717
1,2,0,8.7,0,9.072,0,0,1,-2,3,1.0,0,5.754535017221584
1,2,0,8.7,0,9.072,0,0,1,-2,3,1.0,0,6.048548812664908
1,2,0,7.8,0,9.072,0,0,1,-2,3,1.0,0,5.963294117647059
1,2,0,8.3,0,9.072,0,0,1,-2,3,1.0,0,5.889673913043478
1,2,0,8.2,0,9.072,0,0,1,-2,3,1.0,0,5.0604229607250755
1,2,0,9.3,0,9.072,0,0,1,-2,3,1.0,0,6.754521276595744
1,2,0,2.9,0,7.998,1,0,1,6,6,0.0,0,6.77409200968523
1,2,0,0.0,0,7.998,1,0,1,6,6,0.0,0,4.299755301794454
1,2,0,4.0,0,7.998,1,0,1,6,6,0.0,0,6.849705882352941
1,2,0,0.0,0,7.998,1,0,1,6,6,0.0,0,5.963294117647059
1,2,0,3.4,0,7.998,1,0,1,6,6,0.0,0,5.788232899022801
1,2,0,3.3,0,7.998,1,0,1,6,6,0.0,0,5.889673913043478
1,2,0,0.0,0,7.998,1,0,1,6,6,0.0,0,4.016505263157895
1,2,0,7.8,0,9.766,0,0,0,6,6,1.0,0,4.299755301794454
1,2,0,8.1,0,9.766,0,0,0,6,6,1.0,0,5.576349614395887
1,2,0,8.2,0,9.766,0,0,0,6,6,1.0,0,6.156778523489933
1,2,0,5.0,0,9.766,0,0,0,6,6,1.0,0,5.223696145124717
1,2,0,8.5,0,9.766,0,0,0,6,6,1.0,0,6.19126213592233
1,2,0,7.0,0,9.766,0,0,0,6,6,1.0,0,5.815617715617716
1,2,0,9.6,0,9.766,0,0,0,6,6,1.0,0,6.9962311557788945
1,2,0,7.6,0,9.766,0,0,0,6,6,1.0,0,5.754535017221584
1,2,0,6.6,0,9.766,0,0,0,6,6,1.0,0,5.1075
1,2,0,5.7,0,9.766,0,0,0,6,6,1.0,0,5.971973094170403
1,2,0,7.7,0,9.766,0,0,0,6,6,1.0,0,5.889673913043478
1,2,0,8.3,0,9.766,0,0,0,6,6,1.0,0,6.418725099601593
1,2,0,7.4,0,9.766,0,0,0,6,6,1.0,0,4.016505263157895
1,2,0,3.8,0,9.096,0,0,1,8,6,1.0,0,5.206589147286822
1,2,0,5.8,0,9.096,0,0,1,8,6,1.0,0,6.77409200968523
1,2,0,6.8,0,9.096,0,0,1,8,6,1.0,0,4.299755301794454
1,2,0,7.5,0,9.096,0,0,1,8,6,1.0,0,6.849705882352941
1,2,0,7.7,0,9.096,0,0,1,8,6,1.0,0,5.223696145124717
1,2,0,5.8,0,9.096,0,0,1,8,6,1.0,0,5.754535017221584
1,2,0,9.8,0,9.096,0,0,1,8,6,1.0,0,6.048548812664908
1,2,0,7.0,0,9.096,0,0,1,8,6,1.0,0,5.889673913043478
1,2,0,9.7,0,9.096,0,0,1,8,6,1.0,0,6.754521276595744
1,2,0,5.6,0,9.096,0,0,1,8,6,1.0,0,4.016505263157895
1,2,0,5.0,0,7.602,1,0,1,6,6,0.25,1,4.299755301794454
1,2,0,4.5,0,7.602,1,0,1,6,6,0.25,1,6.18440329218107
1,2,0,3.4,0,7.602,1,0,1,6,6,0.25,1,5.889673913043478
1,2,0,4.0,0,7.602,1,0,1,6,6,0.25,1,4.016505263157895
1,2,0,7.2,0,9.866,0,0,1,1,1,0.67,0,5.894708994708995
1,2,0,6.9,0,9.866,0,0,1,1,1,0.67,0,4.442031523642732
1,2,0,8.4,0,9.866,0,0,1,1,1,0.67,0,5.962274959083469
1,2,0,7.6,0,9.866,0,0,1,1,1,0.67,0,7.083763837638377
1,2,0,7.8,0,9.866,0,0,1,1,1,0.67,0,6.069509251810136
1,2,0,6.9,0,9.866,0,0,1,1,1,0.67,0,4.6163446054750406
1,2,0,5.8,0,9.866,0,0,1,1,1,0.67,0,4.229661016949152
1,2,0,7.5,0,9.866,0,0,1,1,1,0.67,0,4.358823529411765
1,2,0,5.5,0,9.866,0,0,1,1,1,0.67,0,3.4967350037965073
1,2,0,7.1,0,9.806,0,0,1,6,6,0.0,0,6.3183125599232985
1,2,0,8.2,0,9.806,0,0,1,6,6,0.0,0,5.306624338624339
1,2,0,8.1,0,9.806,0,0,1,6,6,0.0,0,7.393108974358974
1,2,0,4.4,0,9.806,0,0,1,6,6,0.0,0,4.6163446054750406
1,2,0,4.5,0,9.806,0,0,1,6,6,0.0,0,4.358823529411765
1,2,0,6.5,0,9.806,0,0,1,6,6,0.0,0,3.4967350037965073
1,2,0,6.4,0,9.806,0,0,1,6,6,0.0,0,5.788232899022801
1,2,0,6.8,0,8.83,0,0,1,6,6,1.0,0,5.576349614395887
1,2,0,7.8,0,8.83,0,0,1,6,6,1.0,0,6.156778523489933
1,2,0,6.7,0,8.83,0,0,1,6,6,1.0,0,5.223696145124717
1,2,0,9.4,0,8.83,0,0,1,6,6,1.0,0,6.19126213592233
1,2,0,6.4,0,8.83,0,0,1,6,6,1.0,0,5.815617715617716
1,2,0,6.8,0,8.83,0,0,1,6,6,1.0,0,5.011612284069098
1,2,0,9.5,0,8.83,0,0,1,6,6,1.0,0,6.9962311557788945
1,2,0,8.7,0,8.83,0,0,1,6,6,1.0,0,5.754535017221584
1,2,0,6.7,0,8.83,0,0,1,6,6,1.0,0,5.1075
1,2,0,5.4,0,8.83,0,0,1,6,6,1.0,0,5.971973094170403
1,2,0,4.5,0,8.83,0,0,1,6,6,1.0,0,5.889673913043478
1,2,0,8.2,0,8.83,0,0,1,6,6,1.0,0,6.418725099601593
1,2,0,0.0,0,10.402,0,0,1,1,1,1.0,0,6.3183125599232985
1,2,0,6.5,0,10.402,0,0,1,1,1,1.0,0,5.962274959083469
1,2,0,6.8,0,10.402,0,0,1,1,1,1.0,0,5.306624338624339
1,2,0,7.1,0,10.402,0,0,1,1,1,1.0,0,6.336193480546793
1,2,0,8.6,0,10.402,0,0,1,1,1,1.0,0,7.393108974358974
1,2,0,5.9,0,10.402,0,0,1,1,1,1.0,0,4.6163446054750406
1,2,0,5.5,0,10.402,0,0,1,1,1,1.0,0,4.226614310645724
1,2,0,6.1,0,10.402,0,0,1,1,1,1.0,0,5.011612284069098
1,2,0,4.6,0,10.402,0,0,1,1,1,1.0,0,4.229661016949152
1,2,0,4.3,0,10.402,0,0,1,1,1,1.0,0,4.358823529411765
1,2,0,3.0,0,10.402,0,0,1,1,1,1.0,0,5.788232899022801
1,2,0,8.0,0,10.01,0,0,1,1,1,0.8,0,5.894708994708995
1,2,0,6.9,0,10.01,0,0,1,1,1,0.8,0,4.442031523642732
1,2,0,7.9,0,10.01,0,0,1,1,1,0.8,0,5.962274959083469
1,2,0,8.5,0,10.01,0,0,1,1,1,0.8,0,7.083763837638377
1,2,0,8.1,0,10.01,0,0,1,1,1,0.8,0,6.069509251810136
1,2,0,7.5,0,10.01,0,0,1,1,1,0.8,0,4.6163446054750406
1,2,0,7.7,0,10.01,0,0,1,1,1,0.8,0,4.229661016949152
1,2,0,8.3,0,10.01,0,0,1,1,1,0.8,0,4.358823529411765
1,2,0,5.1,0,10.01,0,0,1,1,1,0.8,0,3.4967350037965073
1,2,0,5.0,0,6.398,1,0,0,6,6,1.0,0,4.73312101910828
1,2,0,9.8,0,6.398,1,0,0,6,6,1.0,0,6.19126213592233
1,2,0,6.4,0,6.398,1,0,0,6,6,1.0,0,4.56038961038961
1,2,0,6.8,0,6.398,1,0,0,6,6,1.0,0,5.1075
1,2,0,9.2,0,6.398,1,0,0,6,6,1.0,0,6.7772382397572075
1,2,0,8.1,0,6.398,1,0,0,6,6,1.0,0,5.963294117647059
1,2,0,7.2,0,8.192,0,0,1,6,6,1.0,0,7.819086651053865
1,2,0,5.6,0,8.192,0,0,1,6,6,1.0,0,5.550981912144703
1,2,0,5.2,0,8.192,0,0,1,6,6,1.0,0,4.56038961038961
1,2,0,7.3,0,8.192,0,0,1,6,6,1.0,0,7.266666666666667
1,2,0,8.6,0,8.192,0,0,1,6,6,1.0,0,5.963294117647059
1,2,0,8.4,0,8.192,0,0,1,6,6,1.0,0,6.6587919463087255
1,2,0,6.7,0,8.192,0,0,1,6,6,1.0,0,5.0604229607250755
1,2,1,7.2,0,10.054,0,0,1,3,3,1.0,0,5.894708994708995
1,2,1,6.8,0,10.054,0,0,1,3,3,1.0,0,4.442031523642732
1,2,1,8.0,0,10.054,0,0,1,3,3,1.0,0,5.962274959083469
1,2,1,6.7,0,10.054,0,0,1,3,3,1.0,0,7.083763837638377
1,2,1,7.0,0,10.054,0,0,1,3,3,1.0,0,6.069509251810136
1,2,1,6.8,0,10.054,0,0,1,3,3,1.0,0,4.6163446054750406
1,2,1,5.9,0,10.054,0,0,1,3,3,1.0,0,4.229661016949152
1,2,1,9.3,0,10.054,0,0,1,3,3,1.0,0,4.358823529411765
1,2,1,6.1,0,10.054,0,0,1,3,3,1.0,0,3.4967350037965073
1,2,1,1.0,2,5.815,3,2,1,3,3,0.0,1,5.894708994708995
1,2,1,0.2,2,5.815,3,2,1,3,3,0.0,1,4.442031523642732
1,2,1,4.2,2,5.815,3,2,1,3,3,0.0,1,6.069509251810136
1,2,1,0.6,2,5.815,3,2,1,3,3,0.0,1,4.229661016949152
1,2,1,1.3,2,5.815,3,2,1,3,3,0.0,1,4.358823529411765
1,2,0,5.9,7,0.0,1,0,1,8,8,0.5,0,5.894708994708995
1,2,0,5.7,7,0.0,1,0,1,8,8,0.5,0,4.299755301794454
1,2,0,6.7,7,0.0,1,0,1,8,8,0.5,0,6.3183125599232985
1,2,0,8.0,7,0.0,1,0,1,8,8,0.5,0,4.442031523642732
1,2,0,9.0,7,0.0,1,0,1,8,8,0.5,0,5.962274959083469
1,2,0,6.1,7,0.0,1,0,1,8,8,0.5,0,5.306624338624339
1,2,0,6.5,7,0.0,1,0,1,8,8,0.5,0,6.336193480546793
1,2,0,5.0,7,0.0,1,0,1,8,8,0.5,0,7.393108974358974
1,2,0,8.0,7,0.0,1,0,1,8,8,0.5,0,7.083763837638377
1,2,0,9.2,7,0.0,1,0,1,8,8,0.5,0,6.069509251810136
1,2,0,7.1,7,0.0,1,0,1,8,8,0.5,0,4.6163446054750406
1,2,0,5.7,7,0.0,1,0,1,8,8,0.5,0,4.226614310645724
1,2,0,6.5,7,0.0,1,0,1,8,8,0.5,0,5.011612284069098
1,2,0,7.9,7,0.0,1,0,1,8,8,0.5,0,6.18440329218107
1,2,0,7.3,7,0.0,1,0,1,8,8,0.5,0,4.229661016949152
1,2,0,6.5,7,0.0,1,0,1,8,8,0.5,0,4.358823529411765
1,2,0,5.3,7,0.0,1,0,1,8,8,0.5,0,3.4967350037965073
1,2,0,7.6,7,0.0,1,0,1,8,8,0.5,0,5.788232899022801
1,2,0,6.9,7,0.0,1,0,1,8,8,0.5,0,5.889673913043478
1,2,0,7.3,0,11.136,0,0,1,-2,-2,1.0,0,5.894708994708995
1,2,0,8.5,0,11.136,0,0,1,-2,-2,1.0,0,4.442031523642732
1,2,0,8.8,0,11.136,0,0,1,-2,-2,1.0,0,5.962274959083469
1,2,0,8.6,0,11.136,0,0,1,-2,-2,1.0,0,7.083763837638377
1,2,0,8.5,0,11.136,0,0,1,-2,-2,1.0,0,6.069509251810136
1,2,0,7.6,0,11.136,0,0,1,-2,-2,1.0,0,4.6163446054750406
1,2,0,6.6,0,11.136,0,0,1,-2,-2,1.0,0,4.229661016949152
1,2,0,6.9,0,11.136,0,0,1,-2,-2,1.0,0,4.358823529411765
1,2,0,6.5,0,11.136,0,0,1,-2,-2,1.0,0,3.4967350037965073
1,3,1,5.6,0,10.252,0,0,1,9,5,0.6,0,5.894708994708995
1,3,1,5.4,0,10.252,0,0,1,9,5,0.6,0,4.442031523642732
1,3,1,6.3,0,10.252,0,0,1,9,5,0.6,0,5.962274959083469
1,3,1,6.5,0,10.252,0,0,1,9,5,0.6,0,7.083763837638377
1,3,1,7.6,0,10.252,0,0,1,9,5,0.6,0,6.069509251810136
1,3,1,6.3,0,10.252,0,0,1,9,5,0.6,0,4.6163446054750406
1,3,1,5.8,0,10.252,0,0,1,9,5,0.6,0,4.229661016949152
1,3,1,4.5,0,10.252,0,0,1,9,5,0.6,0,4.358823529411765
1,3,1,5.0,0,10.252,0,0,1,9,5,0.6,0,3.4967350037965073
1,3,0,8.7,0,8.252,0,0,1,8,8,1.0,0,8.12051282051282
1,3,0,7.7,0,8.252,0,0,1,8,8,1.0,0,5.704055415617129
1,3,0,7.9,0,8.252,0,0,1,8,8,1.0,0,7.819086651053865
1,3,0,6.4,0,8.252,0,0,1,8,8,1.0,0,6.7772382397572075
1,3,0,8.5,0,8.252,0,0,1,8,8,1.0,0,5.963294117647059
1,3,0,6.8,0,8.252,0,0,1,8,8,1.0,0,5.889673913043478
1,3,0,8.0,0,8.252,0,0,1,8,8,1.0,0,6.6587919463087255
1,3,0,7.7,2,8.996,0,0,1,3,3,1.0,0,6.77409200968523
1,3,0,6.6,2,8.996,0,0,1,3,3,1.0,0,7.819086651053865
1,3,0,8.8,2,8.996,0,0,1,3,3,1.0,0,6.7772382397572075
1,3,0,8.1,2,8.996,0,0,1,3,3,1.0,0,5.963294117647059
1,3,0,6.9,2,8.996,0,0,1,3,3,1.0,0,7.676404494382023
1,3,0,7.8,2,8.996,0,0,1,3,3,1.0,0,8.12972972972973
1,3,0,7.0,2,8.996,0,0,1,3,3,1.0,0,6.418725099601593
1,3,0,8.6,2,8.996,0,0,1,3,3,1.0,0,6.6587919463087255
1,3,0,4.4,0,9.852,0,0,1,8,8,0.22,0,5.962274959083469
1,3,0,5.5,0,9.852,0,0,1,8,8,0.22,0,6.336193480546793
1,3,0,7.0,0,9.852,0,0,1,8,8,0.22,0,7.393108974358974
1,3,0,4.5,0,9.852,0,0,1,8,8,0.22,0,6.069509251810136
1,3,0,3.4,0,9.852,0,0,1,8,8,0.22,0,4.6163446054750406
1,3,0,2.1,0,9.852,0,0,1,8,8,0.22,0,4.229661016949152
1,3,0,3.1,0,9.852,0,0,1,8,8,0.22,0,4.358823529411765
1,3,0,4.0,0,9.852,0,0,1,8,8,0.22,0,3.4967350037965073
1,3,0,6.1,0,10.812,0,0,0,3,1,0.8,0,5.894708994708995
1,3,0,5.6,0,10.812,0,0,0,3,1,0.8,0,4.442031523642732
1,3,0,6.0,0,10.812,0,0,0,3,1,0.8,0,5.962274959083469
1,3,0,7.7,0,10.812,0,0,0,3,1,0.8,0,7.083763837638377
1,3,0,7.1,0,10.812,0,0,0,3,1,0.8,0,6.069509251810136
1,3,0,7.5,0,10.812,0,0,0,3,1,0.8,0,4.6163446054750406
1,3,0,6.2,0,10.812,0,0,0,3,1,0.8,0,4.229661016949152
1,3,0,7.1,0,10.812,0,0,0,3,1,0.8,0,4.358823529411765
1,3,0,5.5,0,10.812,0,0,0,3,1,0.8,0,3.4967350037965073
1,3,0,5.9,0,10.222,0,0,0,6,8,1.0,0,5.576349614395887
1,3,0,7.0,0,10.222,0,0,0,6,8,1.0,0,6.156778523489933
1,3,0,8.1,0,10.222,0,0,0,6,8,1.0,0,5.223696145124717
1,3,0,8.9,0,10.222,0,0,0,6,8,1.0,0,6.19126213592233
1,3,0,7.5,0,10.222,0,0,0,6,8,1.0,0,5.815617715617716
1,3,0,8.9,0,10.222,0,0,0,6,8,1.0,0,6.9962311557788945
1,3,0,7.5,0,10.222,0,0,0,6,8,1.0,0,5.754535017221584
1,3,0,7.2,0,10.222,0,0,0,6,8,1.0,0,5.1075
1,3,0,6.5,0,10.222,0,0,0,6,8,1.0,0,5.971973094170403
1,3,0,4.5,0,10.222,0,0,0,6,8,1.0,0,5.889673913043478
1,3,0,7.0,0,10.222,0,0,0,6,8,1.0,0,6.418725099601593
1,3,0,8.7,0,11.064,0,0,0,6,6,1.0,0,5.894708994708995
1,3,0,8.6,0,11.064,0,0,0,6,6,1.0,0,4.442031523642732
1,3,0,8.9,0,11.064,0,0,0,6,6,1.0,0,5.962274959083469
1,3,0,9.0,0,11.064,0,0,0,6,6,1.0,0,7.083763837638377
1,3,0,8.8,0,11.064,0,0,0,6,6,1.0,0,6.069509251810136
1,3,0,8.3,0,11.064,0,0,0,6,6,1.0,0,4.6163446054750406
1,3,0,7.9,0,11.064,0,0,0,6,6,1.0,0,4.229661016949152
1,3,0,9.1,0,11.064,0,0,0,6,6,1.0,0,4.358823529411765
1,3,0,7.0,0,11.064,0,0,0,6,6,1.0,0,3.4967350037965073
1,3,0,0.0,0,9.104,0,0,0,3,3,1.0,0,5.206589147286822
1,3,0,6.7,0,9.104,0,0,0,3,3,1.0,0,5.576349614395887
1,3,0,6.6,0,9.104,0,0,0,3,3,1.0,0,6.849705882352941
1,3,0,8.1,0,9.104,0,0,0,3,3,1.0,0,7.819086651053865
1,3,0,7.1,0,9.104,0,0,0,3,3,1.0,0,6.19126213592233
1,3,0,7.5,0,9.104,0,0,0,3,3,1.0,0,6.9962311557788945
1,3,0,6.2,0,9.104,0,0,0,3,3,1.0,0,5.1075
1,3,0,9.4,0,9.104,0,0,0,3,3,1.0,0,6.7772382397572075
1,3,0,6.4,0,9.104,0,0,0,3,3,1.0,0,5.971973094170403
1,3,0,9.6,0,9.104,0,0,0,3,3,1.0,0,6.6587919463087255
1,3,1,7.5,0,6.96,1,0,0,1,3,1.0,0,5.576349614395887
1,3,1,7.5,0,6.96,1,0,0,1,3,1.0,0,6.19126213592233
1,3,1,6.6,0,6.96,1,0,0,1,3,1.0,0,6.316230366492147
1,3,1,5.9,0,6.96,1,0,0,1,3,1.0,0,5.1075
1,3,1,0.0,0,6.96,1,0,0,1,3,1.0,0,5.141891891891892
1,3,1,6.5,0,6.96,1,0,0,1,3,1.0,0,6.418725099601593
1,3,0,5.0,0,10.495,0,0,1,8,8,0.67,0,6.3183125599232985
1,3,0,7.9,0,10.495,0,0,1,8,8,0.67,0,5.306624338624339
1,3,0,6.3,0,10.495,0,0,1,8,8,0.67,0,7.393108974358974
1,3,0,7.1,0,10.495,0,0,1,8,8,0.67,0,7.083763837638377
1,3,0,5.2,0,10.495,0,0,1,8,8,0.67,0,6.069509251810136
1,3,0,4.4,0,10.495,0,0,1,8,8,0.67,0,4.6163446054750406
1,3,0,5.0,0,10.495,0,0,1,8,8,0.67,0,4.226614310645724
1,3,0,7.1,0,10.495,0,0,1,8,8,0.67,0,5.011612284069098
1,3,0,6.7,0,10.495,0,0,1,8,8,0.67,0,6.18440329218107
1,3,0,6.2,0,10.495,0,0,1,8,8,0.67,0,4.229661016949152
1,3,0,4.0,0,10.495,0,0,1,8,8,0.67,0,5.788232899022801
1,3,0,2.4,0,10.495,0,0,1,8,8,0.67,0,4.016505263157895
1,3,0,7.9,7,0.0,2,0,1,-2,-2,1.0,0,5.894708994708995
1,3,0,7.45,7,0.0,2,0,1,-2,-2,1.0,0,5.206589147286822
1,3,0,7.9,7,0.0,2,0,1,-2,-2,1.0,0,6.77409200968523
1,3,0,9.0,7,0.0,2,0,1,-2,-2,1.0,0,6.3183125599232985
1,3,0,9.0,7,0.0,2,0,1,-2,-2,1.0,0,4.442031523642732
1,3,0,7.45,7,0.0,2,0,1,-2,-2,1.0,0,5.306624338624339
1,3,0,7.9,7,0.0,2,0,1,-2,-2,1.0,0,6.336193480546793
1,3,0,7.45,7,0.0,2,0,1,-2,-2,1.0,0,7.393108974358974
1,3,0,6.8,7,0.0,2,0,1,-2,-2,1.0,0,6.069509251810136
1,3,0,7.9,7,0.0,2,0,1,-2,-2,1.0,0,4.6163446054750406
1,3,0,6.15,7,0.0,2,0,1,-2,-2,1.0,0,5.704055415617129
1,3,0,7.9,7,0.0,2,0,1,-2,-2,1.0,0,5.011612284069098
1,3,0,7.45,7,0.0,2,0,1,-2,-2,1.0,0,6.18440329218107
1,3,0,7.9,7,0.0,2,0,1,-2,-2,1.0,0,4.229661016949152
1,3,0,5.0,7,0.0,2,0,1,-2,-2,1.0,0,4.358823529411765
1,3,0,8.1,7,0.0,2,0,1,-2,-2,1.0,0,3.4967350037965073
1,3,0,7.45,7,0.0,2,0,1,-2,-2,1.0,0,5.788232899022801
1,3,0,9.0,7,0.0,2,0,1,-2,-2,1.0,0,5.889673913043478
1,3,0,7.0,7,0.0,2,0,1,-2,-2,1.0,0,4.016505263157895
1,3,0,3.1,0,9.612,1,0,1,8,6,0.0,0,4.299755301794454
1,3,0,3.0,0,9.612,1,0,1,8,6,0.0,0,6.3183125599232985
1,3,0,4.5,0,9.612,1,0,1,8,6,0.0,0,7.393108974358974
1,3,0,7.8,0,9.612,1,0,1,8,6,0.0,0,5.223696145124717
1,3,0,3.7,0,9.612,1,0,1,8,6,0.0,0,4.6163446054750406
1,3,0,3.0,0,9.612,1,0,1,8,6,0.0,0,4.226614310645724
1,3,0,6.6,0,9.612,1,0,1,8,6,0.0,0,6.18440329218107
1,3,0,7.2,0,9.612,1,0,1,8,6,0.0,0,5.754535017221584
1,3,0,4.1,0,9.612,1,0,1,8,6,0.0,0,5.788232899022801
1,3,0,3.7,0,9.612,1,0,1,8,6,0.0,0,5.889673913043478
1,3,0,4.0,0,9.612,1,0,1,8,6,0.0,0,4.016505263157895
1,3,0,0.0,0,9.066,0,0,1,1,1,0.25,0,4.299755301794454
1,3,0,0.0,0,9.066,0,0,1,1,1,0.25,0,6.156778523489933
1,3,0,7.0,0,9.066,0,0,1,1,1,0.25,0,6.336193480546793
1,3,0,4.3,0,9.066,0,0,1,1,1,0.25,0,4.226614310645724
1,3,0,4.5,0,9.066,0,0,1,1,1,0.25,0,5.011612284069098
1,3,0,2.5,0,9.066,0,0,1,1,1,0.25,0,6.18440329218107
1,3,0,7.4,0,9.066,0,0,1,1,1,0.25,0,5.754535017221584
1,3,0,4.0,0,9.066,0,0,1,1,1,0.25,0,5.788232899022801
1,3,0,2.4,0,9.066,0,0,1,1,1,0.25,0,5.889673913043478
1,3,0,3.5,0,9.066,0,0,1,1,1,0.25,0,4.016505263157895
1,3,0,6.2,0,9.776,0,0,1,4,9,0.25,0,5.894708994708995
1,3,0,5.4,0,9.776,0,0,1,4,9,0.25,0,4.442031523642732
1,3,0,5.6,0,9.776,0,0,1,4,9,0.25,0,5.962274959083469
1,3,0,6.5,0,9.776,0,0,1,4,9,0.25,0,7.083763837638377
1,3,0,6.8,0,9.776,0,0,1,4,9,0.25,0,6.069509251810136
1,3,0,4.5,0,9.776,0,0,1,4,9,0.25,0,4.6163446054750406
